id,slug,url,titulo,enunciado,temas,dificuldade,tema_principal,has_image,starter_code,stats
1052,grumpy-bookstore-owner,https://leetcode.com/problems/grumpy-bookstore-owner/,Grumpy Bookstore Owner,"There is a bookstore owner that has a store open for  n  minutes. You are given an integer array  customers  of length  n  where  customers[i]  is the number of the customers that enter the store at the start of the  i th  minute and all those customers leave after the end of that minute. During certain minutes, the bookstore owner is grumpy. You are given a binary array grumpy where  grumpy[i]  is  1  if the bookstore owner is grumpy during the  i th  minute, and is  0  otherwise. When the bookstore owner is grumpy, the customers entering during that minute are not  satisfied . Otherwise, they are satisfied. The bookstore owner knows a secret technique to remain  not grumpy  for  minutes  consecutive minutes, but this technique can only be used  once . Return the  maximum  number of customers that can be  satisfied  throughout the day.   Example 1: Input:   customers = [1,0,1,2,1,1,7,5], grumpy = [0,1,0,1,0,1,0,1], minutes = 3 Output:   16 Explanation: The bookstore owner keeps themselves not grumpy for the last 3 minutes. The maximum number of customers that can be satisfied = 1 + 1 + 1 + 1 + 7 + 5 = 16. Example 2: Input:   customers = [1], grumpy = [0], minutes = 1 Output:   1   Constraints: n == customers.length == grumpy.length 1 <= minutes <= n <= 2 * 10 4 0 <= customers[i] <= 1000 grumpy[i]  is either  0  or  1 .","['Array', 'Sliding Window']",Média,Array,False,"{'cpp': 'class Solution {\npublic:\n    int maxSatisfied(vector<int>& customers, vector<int>& grumpy, int minutes) {\n        \n    }\n};', 'java': 'class Solution {\n    public int maxSatisfied(int[] customers, int[] grumpy, int minutes) {\n        \n    }\n}', 'python3': 'class Solution:\n    def maxSatisfied(self, customers: List[int], grumpy: List[int], minutes: int) -> int:\n        '}","{'totalAccepted': '216.7K', 'totalSubmission': '338.4K', 'totalAcceptedRaw': 216666, 'totalSubmissionRaw': 338428, 'acRate': '64.0%'}"
1131,maximum-of-absolute-value-expression,https://leetcode.com/problems/maximum-of-absolute-value-expression/,Maximum of Absolute Value Expression,"Given two arrays of integers with equal lengths, return the maximum value of: |arr1[i] - arr1[j]| + |arr2[i] - arr2[j]| + |i - j| where the maximum is taken over all  0 <= i, j < arr1.length .   Example 1: Input:  arr1 = [1,2,3,4], arr2 = [-1,4,5,6] Output:  13 Example 2: Input:  arr1 = [1,-2,-5,0,10], arr2 = [0,-2,-1,-7,-4] Output:  20   Constraints: 2 <= arr1.length == arr2.length <= 40000 -10^6 <= arr1[i], arr2[i] <= 10^6","['Array', 'Math']",Média,Array,False,"{'cpp': 'class Solution {\npublic:\n    int maxAbsValExpr(vector<int>& arr1, vector<int>& arr2) {\n        \n    }\n};', 'java': 'class Solution {\n    public int maxAbsValExpr(int[] arr1, int[] arr2) {\n        \n    }\n}', 'python3': 'class Solution:\n    def maxAbsValExpr(self, arr1: List[int], arr2: List[int]) -> int:\n        '}","{'totalAccepted': '28.2K', 'totalSubmission': '58.4K', 'totalAcceptedRaw': 28204, 'totalSubmissionRaw': 58367, 'acRate': '48.3%'}"
1233,remove-sub-folders-from-the-filesystem,https://leetcode.com/problems/remove-sub-folders-from-the-filesystem/,Remove Sub-Folders from the Filesystem,"Given a list of folders  folder , return  the folders after removing all  sub-folders  in those folders . You may return the answer in  any order . If a  folder[i]  is located within another  folder[j] , it is called a  sub-folder  of it. A sub-folder of  folder[j]  must start with  folder[j] , followed by a  ""/"" . For example,  ""/a/b""  is a sub-folder of  ""/a"" , but  ""/b""  is not a sub-folder of  ""/a/b/c"" . The format of a path is one or more concatenated strings of the form:  '/'  followed by one or more lowercase English letters. For example,  ""/leetcode""  and  ""/leetcode/problems""  are valid paths while an empty string and  ""/""  are not.   Example 1: Input:  folder = [""/a"",""/a/b"",""/c/d"",""/c/d/e"",""/c/f""] Output:  [""/a"",""/c/d"",""/c/f""] Explanation:  Folders ""/a/b"" is a subfolder of ""/a"" and ""/c/d/e"" is inside of folder ""/c/d"" in our filesystem. Example 2: Input:  folder = [""/a"",""/a/b/c"",""/a/b/d""] Output:  [""/a""] Explanation:  Folders ""/a/b/c"" and ""/a/b/d"" will be removed because they are subfolders of ""/a"". Example 3: Input:  folder = [""/a/b/c"",""/a/b/ca"",""/a/b/d""] Output:  [""/a/b/c"",""/a/b/ca"",""/a/b/d""]   Constraints: 1 <= folder.length <= 4 * 10 4 2 <= folder[i].length <= 100 folder[i]  contains only lowercase letters and  '/' . folder[i]  always starts with the character  '/' . Each folder name is  unique .","['Array', 'String', 'Depth-First Search', 'Trie']",Média,Array,False,"{'cpp': 'class Solution {\npublic:\n    vector<string> removeSubfolders(vector<string>& folder) {\n        \n    }\n};', 'java': 'class Solution {\n    public List<String> removeSubfolders(String[] folder) {\n        \n    }\n}', 'python3': 'class Solution:\n    def removeSubfolders(self, folder: List[str]) -> List[str]:\n        '}","{'totalAccepted': '253.5K', 'totalSubmission': '322.6K', 'totalAcceptedRaw': 253515, 'totalSubmissionRaw': 322613, 'acRate': '78.6%'}"
1300,sum-of-mutated-array-closest-to-target,https://leetcode.com/problems/sum-of-mutated-array-closest-to-target/,Sum of Mutated Array Closest to Target,"Given an integer array  arr  and a target value  target , return the integer  value  such that when we change all the integers larger than  value  in the given array to be equal to  value , the sum of the array gets as close as possible (in absolute difference) to  target . In case of a tie, return the minimum such integer. Notice that the answer is not neccesarilly a number from  arr .   Example 1: Input:  arr = [4,9,3], target = 10 Output:  3 Explanation:  When using 3 arr converts to [3, 3, 3] which sums 9 and that's the optimal answer. Example 2: Input:  arr = [2,3,5], target = 10 Output:  5 Example 3: Input:  arr = [60864,25176,27249,21296,20204], target = 56803 Output:  11361   Constraints: 1 <= arr.length <= 10 4 1 <= arr[i], target <= 10 5","['Array', 'Binary Search', 'Sorting']",Média,Array,False,"{'cpp': 'class Solution {\npublic:\n    int findBestValue(vector<int>& arr, int target) {\n        \n    }\n};', 'java': 'class Solution {\n    public int findBestValue(int[] arr, int target) {\n        \n    }\n}', 'python3': 'class Solution:\n    def findBestValue(self, arr: List[int], target: int) -> int:\n        '}","{'totalAccepted': '44.9K', 'totalSubmission': '98.8K', 'totalAcceptedRaw': 44913, 'totalSubmissionRaw': 98767, 'acRate': '45.5%'}"
2134,minimum-swaps-to-group-all-1s-together-ii,https://leetcode.com/problems/minimum-swaps-to-group-all-1s-together-ii/,Minimum Swaps to Group All 1's Together II,"A  swap  is defined as taking two  distinct  positions in an array and swapping the values in them. A  circular  array is defined as an array where we consider the  first  element and the  last  element to be  adjacent . Given a  binary   circular  array  nums , return  the minimum number of swaps required to group all  1 's present in the array together at  any location .   Example 1: Input:  nums = [0,1,0,1,1,0,0] Output:  1 Explanation:  Here are a few of the ways to group all the 1's together: [0, 0 , 1 ,1,1,0,0] using 1 swap. [0,1, 1 ,1, 0 ,0,0] using 1 swap. [1,1,0,0,0,0,1] using 2 swaps (using the circular property of the array). There is no way to group all 1's together with 0 swaps. Thus, the minimum number of swaps required is 1. Example 2: Input:  nums = [0,1,1,1,0,0,1,1,0] Output:  2 Explanation:  Here are a few of the ways to group all the 1's together: [1,1,1,0,0,0,0,1,1] using 2 swaps (using the circular property of the array). [1,1,1,1,1,0,0,0,0] using 2 swaps. There is no way to group all 1's together with 0 or 1 swaps. Thus, the minimum number of swaps required is 2. Example 3: Input:  nums = [1,1,0,0,1] Output:  0 Explanation:  All the 1's are already grouped together due to the circular property of the array. Thus, the minimum number of swaps required is 0.   Constraints: 1 <= nums.length <= 10 5 nums[i]  is either  0  or  1 .","['Array', 'Sliding Window']",Média,Array,False,"{'cpp': 'class Solution {\npublic:\n    int minSwaps(vector<int>& nums) {\n        \n    }\n};', 'java': 'class Solution {\n    public int minSwaps(int[] nums) {\n        \n    }\n}', 'python3': 'class Solution:\n    def minSwaps(self, nums: List[int]) -> int:\n        '}","{'totalAccepted': '168.7K', 'totalSubmission': '257.4K', 'totalAcceptedRaw': 168702, 'totalSubmissionRaw': 257358, 'acRate': '65.6%'}"
2135,count-words-obtained-after-adding-a-letter,https://leetcode.com/problems/count-words-obtained-after-adding-a-letter/,Count Words Obtained After Adding a Letter,"You are given two  0-indexed  arrays of strings  startWords  and  targetWords . Each string consists of  lowercase English letters  only. For each string in  targetWords , check if it is possible to choose a string from  startWords  and perform a  conversion operation  on it to be equal to that from  targetWords . The  conversion operation  is described in the following two steps: Append  any lowercase letter that is  not present  in the string to its end. 	 For example, if the string is  ""abc"" , the letters  'd' ,  'e' , or  'y'  can be added to it, but not  'a' . If  'd'  is added, the resulting string will be  ""abcd"" . Rearrange  the letters of the new string in  any  arbitrary order. 	 For example,  ""abcd""  can be rearranged to  ""acbd"" ,  ""bacd"" ,  ""cbda"" , and so on. Note that it can also be rearranged to  ""abcd""  itself. Return  the  number of strings  in  targetWords  that can be obtained by performing the operations on  any  string of  startWords . Note  that you will only be verifying if the string in  targetWords  can be obtained from a string in  startWords  by performing the operations. The strings in  startWords   do not  actually change during this process.   Example 1: Input:  startWords = [""ant"",""act"",""tack""], targetWords = [""tack"",""act"",""acti""] Output:  2 Explanation: - In order to form targetWords[0] = ""tack"", we use startWords[1] = ""act"", append 'k' to it, and rearrange ""actk"" to ""tack"". - There is no string in startWords that can be used to obtain targetWords[1] = ""act"".   Note that ""act"" does exist in startWords, but we  must  append one letter to the string before rearranging it. - In order to form targetWords[2] = ""acti"", we use startWords[1] = ""act"", append 'i' to it, and rearrange ""acti"" to ""acti"" itself. Example 2: Input:  startWords = [""ab"",""a""], targetWords = [""abc"",""abcd""] Output:  1 Explanation: - In order to form targetWords[0] = ""abc"", we use startWords[0] = ""ab"", add 'c' to it, and rearrange it to ""abc"". - There is no string in startWords that can be used to obtain targetWords[1] = ""abcd"".   Constraints: 1 <= startWords.length, targetWords.length <= 5 * 10 4 1 <= startWords[i].length, targetWords[j].length <= 26 Each string of  startWords  and  targetWords  consists of lowercase English letters only. No letter occurs more than once in any string of  startWords  or  targetWords .","['Array', 'Hash Table', 'String', 'Bit Manipulation', 'Sorting']",Média,Array,False,"{'cpp': 'class Solution {\npublic:\n    int wordCount(vector<string>& startWords, vector<string>& targetWords) {\n        \n    }\n};', 'java': 'class Solution {\n    public int wordCount(String[] startWords, String[] targetWords) {\n        \n    }\n}', 'python3': 'class Solution:\n    def wordCount(self, startWords: List[str], targetWords: List[str]) -> int:\n        '}","{'totalAccepted': '38.7K', 'totalSubmission': '89K', 'totalAcceptedRaw': 38739, 'totalSubmissionRaw': 88966, 'acRate': '43.5%'}"
2140,solving-questions-with-brainpower,https://leetcode.com/problems/solving-questions-with-brainpower/,Solving Questions With Brainpower,"You are given a  0-indexed  2D integer array  questions  where  questions[i] = [points i , brainpower i ] . The array describes the questions of an exam, where you have to process the questions  in order  (i.e., starting from question  0 ) and make a decision whether to  solve  or  skip  each question. Solving question  i  will  earn  you  points i  points but you will be  unable  to solve each of the next  brainpower i  questions. If you skip question  i , you get to make the decision on the next question. For example, given  questions = [[3, 2], [4, 3], [4, 4], [2, 5]] : 	 If question  0  is solved, you will earn  3  points but you will be unable to solve questions  1  and  2 . If instead, question  0  is skipped and question  1  is solved, you will earn  4  points but you will be unable to solve questions  2  and  3 . Return  the  maximum  points you can earn for the exam .   Example 1: Input:  questions = [[3,2],[4,3],[4,4],[2,5]] Output:  5 Explanation:  The maximum points can be earned by solving questions 0 and 3. - Solve question 0: Earn 3 points, will be unable to solve the next 2 questions - Unable to solve questions 1 and 2 - Solve question 3: Earn 2 points Total points earned: 3 + 2 = 5. There is no other way to earn 5 or more points. Example 2: Input:  questions = [[1,1],[2,2],[3,3],[4,4],[5,5]] Output:  7 Explanation:  The maximum points can be earned by solving questions 1 and 4. - Skip question 0 - Solve question 1: Earn 2 points, will be unable to solve the next 2 questions - Unable to solve questions 2 and 3 - Solve question 4: Earn 5 points Total points earned: 2 + 5 = 7. There is no other way to earn 7 or more points.   Constraints: 1 <= questions.length <= 10 5 questions[i].length == 2 1 <= points i , brainpower i  <= 10 5","['Array', 'Dynamic Programming']",Média,Array,False,"{'cpp': 'class Solution {\npublic:\n    long long mostPoints(vector<vector<int>>& questions) {\n        \n    }\n};', 'java': 'class Solution {\n    public long mostPoints(int[][] questions) {\n        \n    }\n}', 'python3': 'class Solution:\n    def mostPoints(self, questions: List[List[int]]) -> int:\n        '}","{'totalAccepted': '242.7K', 'totalSubmission': '402.4K', 'totalAcceptedRaw': 242672, 'totalSubmissionRaw': 402437, 'acRate': '60.3%'}"
2155,all-divisions-with-the-highest-score-of-a-binary-array,https://leetcode.com/problems/all-divisions-with-the-highest-score-of-a-binary-array/,All Divisions With the Highest Score of a Binary Array,"You are given a  0-indexed  binary array  nums  of length  n .  nums  can be divided at index  i  (where  0 <= i <= n)  into two arrays (possibly empty)  nums left  and  nums right : nums left  has all the elements of  nums  between index  0  and  i - 1   (inclusive) , while  nums right  has all the elements of nums between index  i  and  n - 1   (inclusive) . If  i == 0 ,  nums left  is  empty , while  nums right  has all the elements of  nums . If  i == n ,  nums left  has all the elements of nums, while  nums right  is  empty . The  division score  of an index  i  is the  sum  of the number of  0 's in  nums left  and the number of  1 's in  nums right . Return  all distinct indices  that have the  highest  possible  division score . You may return the answer in  any order .   Example 1: Input:  nums = [0,0,1,0] Output:  [2,4] Explanation:  Division at index - 0: nums left  is []. nums right  is [0,0, 1 ,0]. The score is 0 + 1 = 1. - 1: nums left  is [ 0 ]. nums right  is [0, 1 ,0]. The score is 1 + 1 = 2. - 2: nums left  is [ 0 , 0 ]. nums right  is [ 1 ,0]. The score is 2 + 1 = 3. - 3: nums left  is [ 0 , 0 ,1]. nums right  is [0]. The score is 2 + 0 = 2. - 4: nums left  is [ 0 , 0 ,1, 0 ]. nums right  is []. The score is 3 + 0 = 3. Indices 2 and 4 both have the highest possible division score 3. Note the answer [4,2] would also be accepted. Example 2: Input:  nums = [0,0,0] Output:  [3] Explanation:  Division at index - 0: nums left  is []. nums right  is [0,0,0]. The score is 0 + 0 = 0. - 1: nums left  is [ 0 ]. nums right  is [0,0]. The score is 1 + 0 = 1. - 2: nums left  is [ 0 , 0 ]. nums right  is [0]. The score is 2 + 0 = 2. - 3: nums left  is [ 0 , 0 , 0 ]. nums right  is []. The score is 3 + 0 = 3. Only index 3 has the highest possible division score 3. Example 3: Input:  nums = [1,1] Output:  [0] Explanation:  Division at index - 0: nums left  is []. nums right  is [ 1 , 1 ]. The score is 0 + 2 = 2. - 1: nums left  is [1]. nums right  is [ 1 ]. The score is 0 + 1 = 1. - 2: nums left  is [1,1]. nums right  is []. The score is 0 + 0 = 0. Only index 0 has the highest possible division score 2.   Constraints: n == nums.length 1 <= n <= 10 5 nums[i]  is either  0  or  1 .",['Array'],Média,Array,False,"{'cpp': 'class Solution {\npublic:\n    vector<int> maxScoreIndices(vector<int>& nums) {\n        \n    }\n};', 'java': 'class Solution {\n    public List<Integer> maxScoreIndices(int[] nums) {\n        \n    }\n}', 'python3': 'class Solution:\n    def maxScoreIndices(self, nums: List[int]) -> List[int]:\n        '}","{'totalAccepted': '33.9K', 'totalSubmission': '52.4K', 'totalAcceptedRaw': 33864, 'totalSubmissionRaw': 52440, 'acRate': '64.6%'}"
2161,partition-array-according-to-given-pivot,https://leetcode.com/problems/partition-array-according-to-given-pivot/,Partition Array According to Given Pivot,"You are given a  0-indexed  integer array  nums  and an integer  pivot . Rearrange  nums  such that the following conditions are satisfied: Every element less than  pivot  appears  before  every element greater than  pivot . Every element equal to  pivot  appears  in between  the elements less than and greater than  pivot . The  relative order  of the elements less than  pivot  and the elements greater than  pivot  is maintained. 	 More formally, consider every  p i ,  p j  where  p i  is the new position of the  i th  element and  p j  is the new position of the  j th  element. If  i < j  and  both  elements are smaller ( or larger ) than  pivot , then  p i  < p j . Return  nums  after the rearrangement.   Example 1: Input:  nums = [9,12,5,10,14,3,10], pivot = 10 Output:  [9,5,3,10,10,12,14] Explanation:   The elements 9, 5, and 3 are less than the pivot so they are on the left side of the array. The elements 12 and 14 are greater than the pivot so they are on the right side of the array. The relative ordering of the elements less than and greater than pivot is also maintained. [9, 5, 3] and [12, 14] are the respective orderings. Example 2: Input:  nums = [-3,4,3,2], pivot = 2 Output:  [-3,2,4,3] Explanation:   The element -3 is less than the pivot so it is on the left side of the array. The elements 4 and 3 are greater than the pivot so they are on the right side of the array. The relative ordering of the elements less than and greater than pivot is also maintained. [-3] and [4, 3] are the respective orderings.   Constraints: 1 <= nums.length <= 10 5 -10 6  <= nums[i] <= 10 6 pivot  equals to an element of  nums .","['Array', 'Two Pointers', 'Simulation']",Média,Array,False,"{'cpp': 'class Solution {\npublic:\n    vector<int> pivotArray(vector<int>& nums, int pivot) {\n        \n    }\n};', 'java': 'class Solution {\n    public int[] pivotArray(int[] nums, int pivot) {\n        \n    }\n}', 'python3': 'class Solution:\n    def pivotArray(self, nums: List[int], pivot: int) -> List[int]:\n        '}","{'totalAccepted': '275K', 'totalSubmission': '305.9K', 'totalAcceptedRaw': 274971, 'totalSubmissionRaw': 305917, 'acRate': '89.9%'}"
2317,maximum-xor-after-operations,https://leetcode.com/problems/maximum-xor-after-operations/,Maximum XOR After Operations,"You are given a  0-indexed  integer array  nums . In one operation, select  any  non-negative integer  x  and an index  i , then  update   nums[i]  to be equal to  nums[i] AND (nums[i] XOR x) . Note that  AND  is the bitwise AND operation and  XOR  is the bitwise XOR operation. Return  the  maximum  possible bitwise XOR of all elements of  nums  after applying the operation  any number  of times .   Example 1: Input:  nums = [3,2,4,6] Output:  7 Explanation:  Apply the operation with x = 4 and i = 3, num[3] = 6 AND (6 XOR 4) = 6 AND 2 = 2. Now, nums = [3, 2, 4, 2] and the bitwise XOR of all the elements = 3 XOR 2 XOR 4 XOR 2 = 7. It can be shown that 7 is the maximum possible bitwise XOR. Note that other operations may be used to achieve a bitwise XOR of 7. Example 2: Input:  nums = [1,2,3,9,2] Output:  11 Explanation:  Apply the operation zero times. The bitwise XOR of all the elements = 1 XOR 2 XOR 3 XOR 9 XOR 2 = 11. It can be shown that 11 is the maximum possible bitwise XOR.   Constraints: 1 <= nums.length <= 10 5 0 <= nums[i] <= 10 8","['Array', 'Math', 'Bit Manipulation']",Média,Array,False,"{'cpp': 'class Solution {\npublic:\n    int maximumXOR(vector<int>& nums) {\n        \n    }\n};', 'java': 'class Solution {\n    public int maximumXOR(int[] nums) {\n        \n    }\n}', 'python3': 'class Solution:\n    def maximumXOR(self, nums: List[int]) -> int:\n        '}","{'totalAccepted': '29.2K', 'totalSubmission': '36.8K', 'totalAcceptedRaw': 29232, 'totalSubmissionRaw': 36825, 'acRate': '79.4%'}"
2332,the-latest-time-to-catch-a-bus,https://leetcode.com/problems/the-latest-time-to-catch-a-bus/,The Latest Time to Catch a Bus,"You are given a  0-indexed  integer array  buses  of length  n , where  buses[i]  represents the departure time of the  i th  bus. You are also given a  0-indexed  integer array  passengers  of length  m , where  passengers[j]  represents the arrival time of the  j th  passenger. All bus departure times are unique. All passenger arrival times are unique. You are given an integer  capacity , which represents the  maximum  number of passengers that can get on each bus. When a passenger arrives, they will wait in line for the next available bus. You can get on a bus that departs at  x  minutes if you arrive at  y  minutes where  y <= x , and the bus is not full. Passengers with the  earliest  arrival times get on the bus first. More formally when a bus arrives, either: If  capacity  or fewer passengers are waiting for a bus, they will  all  get on the bus, or The  capacity  passengers with the  earliest  arrival times will get on the bus. Return  the latest time you may arrive at the bus station to catch a bus . You  cannot  arrive at the same time as another passenger. Note:  The arrays  buses  and  passengers  are not necessarily sorted.   Example 1: Input:  buses = [10,20], passengers = [2,17,18,19], capacity = 2 Output:  16 Explanation:  Suppose you arrive at time 16. At time 10, the first bus departs with the 0 th  passenger.  At time 20, the second bus departs with you and the 1 st  passenger. Note that you may not arrive at the same time as another passenger, which is why you must arrive before the 1 st  passenger to catch the bus. Example 2: Input:  buses = [20,30,10], passengers = [19,13,26,4,25,11,21], capacity = 2 Output:  20 Explanation:  Suppose you arrive at time 20. At time 10, the first bus departs with the 3 rd  passenger.  At time 20, the second bus departs with the 5 th  and 1 st  passengers. At time 30, the third bus departs with the 0 th  passenger and you. Notice if you had arrived any later, then the 6 th  passenger would have taken your seat on the third bus.   Constraints: n == buses.length m == passengers.length 1 <= n, m, capacity <= 10 5 2 <= buses[i], passengers[i] <= 10 9 Each element in  buses  is  unique . Each element in  passengers  is  unique .","['Array', 'Two Pointers', 'Binary Search', 'Sorting']",Média,Array,False,"{'cpp': 'class Solution {\npublic:\n    int latestTimeCatchTheBus(vector<int>& buses, vector<int>& passengers, int capacity) {\n        \n    }\n};', 'java': 'class Solution {\n    public int latestTimeCatchTheBus(int[] buses, int[] passengers, int capacity) {\n        \n    }\n}', 'python3': 'class Solution:\n    def latestTimeCatchTheBus(self, buses: List[int], passengers: List[int], capacity: int) -> int:\n        '}","{'totalAccepted': '31.1K', 'totalSubmission': '107.8K', 'totalAcceptedRaw': 31061, 'totalSubmissionRaw': 107812, 'acRate': '28.8%'}"
2333,minimum-sum-of-squared-difference,https://leetcode.com/problems/minimum-sum-of-squared-difference/,Minimum Sum of Squared Difference,"You are given two positive  0-indexed  integer arrays  nums1  and  nums2 , both of length  n . The  sum of squared difference  of arrays  nums1  and  nums2  is defined as the  sum  of  (nums1[i] - nums2[i]) 2  for each  0 <= i < n . You are also given two positive integers  k1  and  k2 . You can modify any of the elements of  nums1  by  +1  or  -1  at most  k1  times. Similarly, you can modify any of the elements of  nums2  by  +1  or  -1  at most  k2  times. Return  the minimum  sum of squared difference  after modifying array  nums1  at most  k1  times and modifying array  nums2  at most  k2  times . Note : You are allowed to modify the array elements to become  negative  integers.   Example 1: Input:  nums1 = [1,2,3,4], nums2 = [2,10,20,19], k1 = 0, k2 = 0 Output:  579 Explanation:  The elements in nums1 and nums2 cannot be modified because k1 = 0 and k2 = 0.  The sum of square difference will be: (1 - 2) 2  + (2 - 10) 2  + (3 - 20) 2  + (4 - 19) 2  = 579. Example 2: Input:  nums1 = [1,4,10,12], nums2 = [5,8,6,9], k1 = 1, k2 = 1 Output:  43 Explanation:  One way to obtain the minimum sum of square difference is:  - Increase nums1[0] once. - Increase nums2[2] once. The minimum of the sum of square difference will be:  (2 - 5) 2  + (4 - 8) 2  + (10 - 7) 2  + (12 - 9) 2  = 43. Note that, there are other ways to obtain the minimum of the sum of square difference, but there is no way to obtain a sum smaller than 43.   Constraints: n == nums1.length == nums2.length 1 <= n <= 10 5 0 <= nums1[i], nums2[i] <= 10 5 0 <= k1, k2 <= 10 9","['Array', 'Binary Search', 'Greedy', 'Sorting', 'Heap (Priority Queue)']",Média,Array,False,"{'cpp': 'class Solution {\npublic:\n    long long minSumSquareDiff(vector<int>& nums1, vector<int>& nums2, int k1, int k2) {\n        \n    }\n};', 'java': 'class Solution {\n    public long minSumSquareDiff(int[] nums1, int[] nums2, int k1, int k2) {\n        \n    }\n}', 'python3': 'class Solution:\n    def minSumSquareDiff(self, nums1: List[int], nums2: List[int], k1: int, k2: int) -> int:\n        '}","{'totalAccepted': '17K', 'totalSubmission': '65.1K', 'totalAcceptedRaw': 16968, 'totalSubmissionRaw': 65112, 'acRate': '26.1%'}"
2343,query-kth-smallest-trimmed-number,https://leetcode.com/problems/query-kth-smallest-trimmed-number/,Query Kth Smallest Trimmed Number,"You are given a  0-indexed  array of strings  nums , where each string is of  equal length  and consists of only digits. You are also given a  0-indexed  2D integer array  queries  where  queries[i] = [k i , trim i ] . For each  queries[i] , you need to: Trim  each number in  nums  to its  rightmost   trim i  digits. Determine the  index  of the  k i th  smallest trimmed number in  nums . If two trimmed numbers are equal, the number with the  lower  index is considered to be smaller. Reset each number in  nums  to its original length. Return  an array  answer  of the same length as  queries ,  where  answer[i]  is the answer to the  i th  query. Note : To trim to the rightmost  x  digits means to keep removing the leftmost digit, until only  x  digits remain. Strings in  nums  may contain leading zeros.   Example 1: Input:  nums = [""102"",""473"",""251"",""814""], queries = [[1,1],[2,3],[4,2],[1,2]] Output:  [2,2,1,0] Explanation: 1. After trimming to the last digit, nums = [""2"",""3"",""1"",""4""]. The smallest number is 1 at index 2. 2. Trimmed to the last 3 digits, nums is unchanged. The 2 nd  smallest number is 251 at index 2. 3. Trimmed to the last 2 digits, nums = [""02"",""73"",""51"",""14""]. The 4 th  smallest number is 73. 4. Trimmed to the last 2 digits, the smallest number is 2 at index 0.    Note that the trimmed number ""02"" is evaluated as 2. Example 2: Input:  nums = [""24"",""37"",""96"",""04""], queries = [[2,1],[2,2]] Output:  [3,0] Explanation: 1. Trimmed to the last digit, nums = [""4"",""7"",""6"",""4""]. The 2 nd  smallest number is 4 at index 3.    There are two occurrences of 4, but the one at index 0 is considered smaller than the one at index 3. 2. Trimmed to the last 2 digits, nums is unchanged. The 2 nd  smallest number is 24.   Constraints: 1 <= nums.length <= 100 1 <= nums[i].length <= 100 nums[i]  consists of only digits. All  nums[i].length  are  equal . 1 <= queries.length <= 100 queries[i].length == 2 1 <= k i  <= nums.length 1 <= trim i  <= nums[i].length   Follow up:  Could you use the  Radix Sort Algorithm  to solve this problem? What will be the complexity of that solution?","['Array', 'String', 'Divide and Conquer', 'Sorting', 'Heap (Priority Queue)', 'Radix Sort', 'Quickselect']",Média,Array,False,"{'cpp': 'class Solution {\npublic:\n    vector<int> smallestTrimmedNumbers(vector<string>& nums, vector<vector<int>>& queries) {\n        \n    }\n};', 'java': 'class Solution {\n    public int[] smallestTrimmedNumbers(String[] nums, int[][] queries) {\n        \n    }\n}', 'python3': 'class Solution:\n    def smallestTrimmedNumbers(self, nums: List[str], queries: List[List[int]]) -> List[int]:\n        '}","{'totalAccepted': '36.3K', 'totalSubmission': '79.2K', 'totalAcceptedRaw': 36293, 'totalSubmissionRaw': 79225, 'acRate': '45.8%'}"
